mt20id,prfnm,prfpdfrom,prfpdto,시설명,총객석수,시(도),구(군),주소
PF255942,WayV CONCERT: ON THE Way FINAL IN SEOUL,2025.02.22,2025.02.23,블루스퀘어,3389,서울,용산구,서울특별시 용산구 이태원로 294 (한남동)
PF255932,"롤링 30주년 기념 공연, W24 단독 콘서트: Rooftop",2025.01.10,2025.01.10,롤링홀,200,서울,마포구,서울특별시 마포구 어울마당로 35 (서교동) 지하 1층
PF255931,"TUNE UP STAGE, blah (블라) 첫 단독 콘서트: 한 번 더 안녕",2025.01.11,2025.01.11,CJ아지트 광흥창,250,서울,마포구,서울특별시 마포구 창전로 14 (신정동) CJ아지트
PF255930,"보수동쿨러 마지막공연, 커다란 환호를 보내",2025.01.04,2025.01.04,무신사 개러지 (구. 왓챠홀),144,서울,마포구,서울특별시 마포구 잔다리로 32(서교동)
PF255927,와글와글: The Joyfools & 난파란,2025.01.04,2025.01.04,살롱 문보우,80,서울,마포구,서울특별시 마포구 잔다리로 113 (서교동)
PF255925,오늘도 아이돌 신년특집,2025.01.01,2025.01.01,옥타바리움 라이브홀,70,서울,마포구,서울특별시 마포구 와우산로18길 16 (서교동)
PF255921,쿠아트로시엔토스 내한공연: 해피버스데이 피아졸라 [서울],2025.03.09,2025.03.09,예술의전당 [서울],8107,서울,서초구,서울특별시 서초구 남부순환로 2406 (서초동)
PF255920,Rolling Quartz: Stand up tour [서울],2025.01.04,2025.01.05,KT&G 상상마당 라이브홀 [마포],226,서울,마포구,서울특별시 마포구 어울마당로 65 (서교동)
PF255908,Reemai Birthday Live: 죽음을 통해 우리는 술에서 깼지만 진실을 알만큼 깨어있진 않았다,2025.01.04,2025.01.04,웨스트브릿지 라이브홀,160,서울,마포구,서울특별시 마포구 와우산로25길 6 (서교동)
PF255897,CREZL CONCERT BACKSTAGE: Logline,2025.01.18,2025.01.19,노들섬,1072,서울,용산구,서울특별시 용산구 양녕로 445 (이촌동)
PF255895,I.M WORLD TOUR: Off The Beat FINAL IN SEOUL,2025.01.17,2025.01.19,올림픽공원,41376,서울,송파구,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)
PF255888,이유엔밴드 크리스마스 기념공연: Joy to the world,2024.12.24,2024.12.24,수상한거리 2호점,80,서울,마포구,서울특별시 마포구 양화로16길 26 (서교동)
PF255872,"막주금라이브 Vol.36, 강하윤",2024.12.27,2024.12.27,Cafe PPnF,30,서울,종로구,서울특별시 종로구 성균관로 87 (명륜1가)
PF255861,"먼데이프로젝트 시즌7, 김제형 단독 콘서트: 김제형의 사다리꼴 음감회",2024.12.30,2024.12.30,클럽온에어,0,서울,마포구,서울특별시 마포구 잔다리로 44(서교동)
PF255847,zunhozoon 단독공연: zunhozoon (2016-2018),2025.02.22,2025.02.22,리엠아트센터 LEEAM ART CENTER,270,서울,강남구,서울특별시 강남구 학동로2길 56 (논현동)
PF255839,H1-KEY 1ST FAN CONCERT: Find my KEY,2025.01.05,2025.01.05,예스24 라이브홀 (구. 악스코리아),1051,서울,광진구,서울특별시 광진구 구천면로 20 (광장동)
PF255836,Fingerprints V.13 모터시티드럼앙상블: Year-End warehouse party with Danilo Plessow (MCDE),2024.12.20,2024.12.20,소년이발사,0,서울,용산구,서울특별시 용산구 독서당로 29-1 (한남동)
PF255831,"BANG & JUNG & YOO & MOON ENCORE CONCERT: Farewell, Earth [앵콜]",2025.01.11,2025.01.12,KBS스포츠월드(아레나),2222,서울,강서구,서울특별시 강서구 공항대로 376 (화곡동) kbs스포츠월드
PF255828,WEi SHOW-CON: The Feelings,2025.01.15,2025.01.15,예스24 원더로크홀,360,서울,서대문구,서울특별시 서대문구 신촌로 129 (창천동)
PF255827,TIOT CONCERT THE SEASON,2025.01.04,2025.01.04,건국대학교 새천년관,805,서울,광진구,서울특별시 광진구 능동로 120 (화양동) 건국대학교
PF255797,"먼데이프로젝트 10주년 기념 공연, MUSIC EVERYDAY: 맥거핀X벤치위레오",2024.12.30,2024.12.30,KT&G 상상마당 라이브홀 [마포],226,서울,마포구,서울특별시 마포구 어울마당로 65 (서교동)
PF255785,"롤링 30주년 기념 공연, 블루디 단독 콘서트: Merry Blue Dream",2025.01.09,2025.01.09,롤링홀,200,서울,마포구,서울특별시 마포구 어울마당로 35 (서교동) 지하 1층
PF255784,RIA Birthday Live: Ultra Menhera Syndrome,2025.01.05,2025.01.05,웨스트브릿지 라이브홀,160,서울,마포구,서울특별시 마포구 와우산로25길 6 (서교동)
PF255782,"The Show Seoul, Part 9. JAZZ: 아듀 디너콘서트",2024.12.28,2024.12.28,벨지움 재즈카페,0,서울,강남구,서울특별시 강남구 테헤란로83길 20(삼성동)
PF255770,"Snake Chicken Soup 단독공연: 뱀, 닭, 죽",2024.12.21,2024.12.22,CJ아지트 광흥창,250,서울,마포구,서울특별시 마포구 창전로 14 (신정동) CJ아지트
PF255758,마르친 바실레프스키 트리오 결성 30주년 콘서트,2024.10.03,2024.10.03,마포아트센터,1325,서울,마포구,서울특별시 마포구 대흥로20길 28 (대흥동)
PF255747,"크랙샷 단독 콘서트, CRACKSHOT: 롤링 30주년 기념 공연",2025.01.05,2025.01.05,롤링홀,200,서울,마포구,서울특별시 마포구 어울마당로 35 (서교동) 지하 1층
PF255742,THE SITCOM,2024.12.28,2024.12.28,스페이스브릭 (SPACE BRICK),60,서울,마포구,서울특별시 마포구 잔다리로 31(서교동)
PF255737,MGA LIVE in KOREA [서울],2025.02.15,2025.02.16,고려대학교 화정체육관,8057,서울,성북구,서울특별시 성북구 안암로 145 (안암동5가)
PF255736,이글루베이 단독 콘서트: Met Neverland,2025.01.11,2025.01.11,벨로주 [홍대] (구. 왓에버),123,서울,마포구,서울특별시 마포구 잔다리로 46 (서교동)
PF255723,"잭킹콩 새해 단독 콘서트, JKC NEW YEAR: UNISON",2025.01.11,2025.01.11,무신사 개러지 (구. 왓챠홀),144,서울,마포구,서울특별시 마포구 잔다리로 32(서교동)
PF255710,"NAAKYEUM's Live Concert, New Begnning from the memories",2024.12.26,2024.12.26,온맘씨어터,100,서울,마포구,서울특별시 마포구 어울마당로 94-8 (서교동)
PF255709,Groove Winter in Jazz: 멜로우사운드쿼텟 & 재즈업밴드,2024.12.27,2024.12.27,재즈클럽 그루브,70,서울,서초구,서울특별시 서초구 신반포로47길 52 (잠원동)
PF255708,"그레이시 에이브럼스 첫 내한공연, The Secret of Us Tour in Seoul",2025.04.06,2025.04.06,명화라이브홀,962,서울,영등포구,서울특별시 영등포구 버드나루로 30 (영등포동2가)
PF255704,SSP FINAL FESTIVAL: SOUND HOLIC,2024.12.28,2024.12.28,엠팟홀 (구. 삼익아트홀),150,서울,강남구,서울특별시 강남구 학동로 171 (논현동) 삼익악기빌딩 3층
PF255701,가리온 3집 발매 기념 콘서트,2025.01.04,2025.01.04,롤링홀,200,서울,마포구,서울특별시 마포구 어울마당로 35 (서교동) 지하 1층
PF255696,한우석 콘서트: Happy together and new year,2025.01.10,2025.01.10,얼라이브홀(구. 크랙홀),200,서울,마포구,서울특별시 마포구 독막로7길 20 (서교동) 지하1층
PF255687,"극동아시아타이거즈 다큐상영회: 호랑이, 여름 그리고",2024.12.21,2024.12.21,KT&G 상상마당 라이브홀 [마포],226,서울,마포구,서울특별시 마포구 어울마당로 65 (서교동)
PF255678,이무진 전국투어 콘서트: 별책부록 [서울 (앵콜) ],2025.01.11,2025.01.12,연세대학교 대강당,1641,서울,서대문구,서울특별시 서대문구 연세로 50 (신촌동)
PF255672,SKYE'S 이븐한 CHRISTMAS PARTY,2024.12.24,2024.12.24,H-스테이지,100,서울,마포구,서울특별시 마포구 와우산로 97(서교동)
PF255668,"Beautiful Grounds VISLA, YEAR-END FEST",2024.12.21,2024.12.21,Process ITW(프로세스 이태원),0,서울,용산구,서울특별시 용산구 우사단로 42 (이태원동)
PF255635,"서른아홉번째 스윙-바이, 회화시간",2024.12.13,2024.12.13,음악공간 중력장,0,서울,동작구,서울특별시 동작구 현충로 104(흑석동)
PF255634,"롤링 30주년 기념 공연, 공중그늘 단독 콘서트: 파수꾼",2025.01.03,2025.01.03,롤링홀,200,서울,마포구,서울특별시 마포구 어울마당로 35 (서교동) 지하 1층
PF255630,박강수 송년 콘서트 [서울],2024.12.29,2024.12.29,베짱이홀,200,서울,마포구,서울특별시 마포구 독막로15길 3-12 (상수동)
PF255616,RIKO Birthday Live: 겨울나기,2024.12.29,2024.12.29,프리즘홀 (프리즘플러스),120,서울,마포구,서울특별시 마포구 양화로12길 6 (서교동)
PF255561,CHANYEOL LIVE TOUR: 都市風景 (City-scape) │Epilogue [서울],2025.02.15,2025.02.16,KBS스포츠월드(아레나),2222,서울,강서구,서울특별시 강서구 공항대로 376 (화곡동) kbs스포츠월드
PF255556,LOVE FNC COUNTDOWN,2024.12.31,2024.12.31,세종대학교 대양홀,2029,서울,광진구,서울특별시 광진구 능동로 209 (군자동)
PF255552,은종 연말 단독 콘서트: 핸드메이드,2024.12.20,2024.12.20,클럽온에어,0,서울,마포구,서울특별시 마포구 잔다리로 44(서교동)
PF255551,THE VANE UNPLUGGED LIVE,2024.12.28,2024.12.28,더 스페이스 디벙크,150,서울,마포구,서울특별시 마포구 성지1길 30 (합정동)
PF255547,"THE SOLUTIONS 콘서트, Maximizer",2025.01.18,2025.01.19,한국콘텐츠진흥원 CKL스테이지,190,서울,중구,서울특별시 중구 청계천로 40
PF255542,"롤링 30주년 기념 공연, 손을모아 단독 콘서트 : Pray For Me",2025.01.02,2025.01.02,롤링홀,200,서울,마포구,서울특별시 마포구 어울마당로 35 (서교동) 지하 1층
PF255541,"GFRIEND 10th Anniversary, Season of Memories",2025.01.18,2025.01.19,올림픽공원,41376,서울,송파구,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)
PF255540,박이나 트리오 공연: Please take good care,2024.12.14,2024.12.14,콜링아트센터,0,서울,관악구,서울특별시 관악구 관악로14길 110 (봉천동)
PF255539,"듀엣 가요제, Feat.진현준",2025.01.19,2025.01.19,루끄 LOOK [홍대],0,서울,마포구,서울특별시 마포구 홍익로6길 74 (동교동)
PF255537,"문래재즈IN, 연말특집: 허성밴드와 함께하는 송년콘서트",2024.12.28,2024.12.28,문래재즈IN,60,서울,영등포구,서울특별시 영등포구 도림로 475 (문래동4가)
PF255509,Year End Party with Bump2Soul,2024.12.27,2024.12.27,클럽온에어,0,서울,마포구,서울특별시 마포구 잔다리로 44(서교동)
PF255506,THE FIX (더 픽스) FAN CONCERT: 픽시대학 : SEASON01 새해 복 많이 받으세요,2025.01.05,2025.01.05,한국콘텐츠진흥원 CKL스테이지,190,서울,중구,서울특별시 중구 청계천로 40
PF255503,THE FIX (더 픽스) CONCERT TOUR: ODDVENTURE [서울],2025.01.04,2025.01.04,한국콘텐츠진흥원 CKL스테이지,190,서울,중구,서울특별시 중구 청계천로 40
PF255502,FRISK: Luca Donzelli,2024.12.14,2024.12.14,소호라운지 [서울],0,서울,강남구,서울특별시 강남구 선릉로155길 29 (신사동)
PF255498,"The Present, 스핀오프 콘서트: 임태경.COM",2024.12.19,2024.12.19,신한카드 SOL페이 스퀘어(구.신한pLay 스퀘어),720,서울,마포구,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)"
PF255460,밴드 분리수거 크리스마스 콘서트: 산 타,2024.12.25,2024.12.25,클럽온에어,0,서울,마포구,서울특별시 마포구 잔다리로 44(서교동)
PF255431,볼빨간사춘기 단독 콘서트: Bloom After Party,2024.12.24,2024.12.25,신한카드 SOL페이 스퀘어(구.신한pLay 스퀘어),720,서울,마포구,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)"
PF255429,악퉁 연말 인센티브,2024.12.29,2024.12.29,클럽온에어,0,서울,마포구,서울특별시 마포구 잔다리로 44(서교동)
PF255426,"문래재즈IN, 연말특집: 박라온 퀄텟과 함께하는 미: 리 크리스마스 콘서트",2024.12.21,2024.12.21,문래재즈IN,60,서울,영등포구,서울특별시 영등포구 도림로 475 (문래동4가)
PF255423,WOO (성현우) FAN-CON: EVE : WOOnder Countdown,2024.12.31,2024.12.31,스페이스브릭 (SPACE BRICK),60,서울,마포구,서울특별시 마포구 잔다리로 31(서교동)
PF255417,RAP HOUSE VOL.36,2024.12.13,2024.12.13,"플렉스라운지 (구. 스테이라운지, 구. 인디팍)",150,서울,마포구,서울특별시 마포구 양화로 100-10 (서교동)
PF255408,82MAJOR 3rd CONCERT: 82MAJOR BOOM (에투메붐),2025.01.17,2025.01.19,예스24 원더로크홀,360,서울,서대문구,서울특별시 서대문구 신촌로 129 (창천동)
PF255407,"Open Record Night Vol.28, 김동기 & 최민석 & 장영은: 절차적 기억으로서의 발라드",2024.12.21,2024.12.21,문래레코드,0,서울,영등포구,서울특별시 영등포구 도림로 481 (문래동4가)
PF255403,"블러드헌터 내한공연, BloodHunter [서울]",2024.10.06,2024.10.06,얼라이브홀(구. 크랙홀),200,서울,마포구,서울특별시 마포구 독막로7길 20 (서교동) 지하1층
PF255402,"다니엘 린데만, 고택을 연주하다: 한옥, 재즈를 만나다",2024.11.06,2024.11.06,클래식고택 [북촌],0,서울,종로구,서울특별시 종로구 북촌로6길 13-2 (가회동)
PF255391,SOMEDAY PLEROMA,2024.12.14,2024.12.14,세종문화회관,4648,서울,종로구,서울특별시 종로구 세종대로 175 (세종로)
PF255373,YOUNITE 1ST SINGLE ALBUM Y: COMEBACK SHOWCASE,2024.12.11,2024.12.11,스카이아트홀,987,서울,강서구,서울특별시 강서구 화곡로63길 65(등촌동)
PF255370,OVAN (오반) SPECIAL: 로맨틱팩토리 패밀리 콘서트,2024.12.31,2024.12.31,무신사 개러지 (구. 왓챠홀),144,서울,마포구,서울특별시 마포구 잔다리로 32(서교동)
PF255365,김푸름 단독 콘서트: 푸르스름한 언플러그드 BLUISH,2024.12.27,2024.12.27,세종문화회관,4648,서울,종로구,서울특별시 종로구 세종대로 175 (세종로)
PF255363,Digital Christmas,2024.12.21,2024.12.22,쿤스트카비넷,0,서울,종로구,서울특별시 종로구 창경궁로35길 21 (혜화동)
PF255362,김승주 연말 단독 콘서트: THE LAST LIVE LOVE,2024.12.26,2024.12.26,벨로주 [홍대] (구. 왓에버),123,서울,마포구,서울특별시 마포구 잔다리로 46 (서교동)
PF255335,"먼데이프로젝트 IN 라이브클럽, 아사달 단독 콘서트: LOVE IS ALL",2024.12.26,2024.12.26,공상온도,80,서울,마포구,서울특별시 마포구 동교로23길 40 (동교동) 
PF255332,카더가든 단독 공연: From Apartment,2025.01.10,2025.01.12,블루스퀘어,3389,서울,용산구,서울특별시 용산구 이태원로 294 (한남동)
