mt20id,prfnm,prfpdfrom,prfpdto,시설명,총객석수,시(도),구(군),주소
PF222167,"SSUM 타는 콘서트, Feels So Good",2023.08.10,2023.08.10,반포심산아트홀,405,서울,서초구,서울특별시 서초구 사평대로 55 (반포동) 
PF222165,"SSUM 타는 콘서트, 한여름밤 신나는 재즈 여행",2023.08.24,2023.08.24,반포심산아트홀,405,서울,서초구,서울특별시 서초구 사평대로 55 (반포동) 
PF222152,브라운슈가도넛,2023.09.09,2023.09.10,Provoke Seoul(프로보크 서울),0,서울,영등포구,서울특별시 영등포구 영신로 87(문래동3가)
PF222142,"Alive - Vol. 13, 트랙제로 이달의 아티스트 강허달림",2023.07.27,2023.07.27,벨로주 [홍대] (구. 왓에버),123,서울,마포구,서울특별시 마포구 잔다리로 46 (서교동)
PF222133,"JAY FINAL LIVE, THE BLUE",2023.07.18,2023.07.18,월드케이팝센터,0,서울,중구,서울특별시 중구 장충단로 72(장충동2가)
PF222125,"유다빈밴드 단독 공연, 항해",2023.08.18,2023.08.27,아르떼홀,180,서울,마포구,서울특별시 마포구 양화진4길 32 - 0 (주)이토마토
PF222104,"2F(신용재, 김원주) 1st Fan Concert: 2F Only",2023.08.14,2023.08.15,구름아래소극장,200,서울,마포구,서울특별시 마포구 와우산로29가길 15 (서교동)
PF222101,"먼데이프로젝트 시즌6, 청춘의 밤: 디어클라우드 단독 콘서트",2023.08.03,2023.08.03,현대카드 언더스테이지,205,서울,용산구,서울특별시 용산구 이태원로 246 (한남동)
PF222078,"김기태 전국투어 콘서트, 위로 [서울]",2023.09.02,2023.09.02,한전아트센터,999,서울,서초구,서울특별시 서초구 효령로72길 60 (서초동)
PF222061,"최우진, 직진 그리고 전진",2023.08.05,2023.08.05,구름아래소극장,200,서울,마포구,서울특별시 마포구 와우산로29가길 15 (서교동)
PF222060,"진동욱, Nighty Night",2023.08.04,2023.08.04,클럽온에어,0,서울,마포구,서울특별시 마포구 잔다리로 44(서교동)
PF222049,EARS-UP season2: vol.1 최고은밴드 with 모어,2023.07.23,2023.07.23,고라니 특공대,0,서울,마포구,서울특별시 마포구 토정로 136(상수동)
PF222033,"INFINITE CONCERT, COMEBACK AGAIN",2023.08.19,2023.08.20,올림픽공원,41376,서울,송파구,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)
PF222030,"먼데이프로젝트 시즌6, OUR SUMMER: 프랭클리 단독 콘서트",2023.07.31,2023.07.31,클럽온에어,0,서울,마포구,서울특별시 마포구 잔다리로 44(서교동)
PF222008,시네마 재즈 스케이프,2023.09.09,2023.09.10,성수아트홀(성수문화복지회관),352,서울,성동구,서울특별시 성동구 뚝섬로1길 43 (성수동1가)
PF222006,이승환밴드: 떼창의 민족,2023.08.12,2023.08.13,구름아래소극장,200,서울,마포구,서울특별시 마포구 와우산로29가길 15 (서교동)
PF221980,"빈채 단독공연, vinchevin",2023.07.29,2023.07.29,카페 언플러그드,60,서울,마포구,서울특별시 마포구 와우산로33길 26 (서교동)
PF221976,"PL(피엘) 여름 콘서트, Summer Diary",2023.08.11,2023.08.12,서울생활문화센터 서교,162,서울,마포구,서울특별시 마포구 양화로 72(서교동)
PF221974,"Skinny Brown Stargaze Concert, 스키니 브라운 첫번째 콘서트",2023.07.22,2023.07.22,무신사 개러지 (구. 왓챠홀),144,서울,마포구,서울특별시 마포구 잔다리로 32(서교동)
PF221968,베니 첫 내한 공연,2023.08.01,2023.08.01,무신사 개러지 (구. 왓챠홀),144,서울,마포구,서울특별시 마포구 잔다리로 32(서교동)
PF221965,"Analog Dawn, 밴드셋으로 더 시끄러운 소리들과 함께 돌아온 방구석 1인 음악가들",2023.07.29,2023.07.29,프리즘홀 (프리즘플러스),120,서울,마포구,서울특별시 마포구 양화로12길 6 (서교동)
PF221964,"적재 소극장 콘서트, ......",2023.07.27,2023.08.06,흰물결아트센터,972,서울,서초구,서울특별시 서초구 반포대로 150 (서초동)
PF221901,전유동 2집 쇼케이스,2023.07.22,2023.07.22,벨로주 [홍대] (구. 왓에버),123,서울,마포구,서울특별시 마포구 잔다리로 46 (서교동)
PF221899,"한요한 정규 5집, Shining Star  [서울(앵콜)]",2023.07.16,2023.07.16,예스24 라이브홀 (구. 악스코리아),1051,서울,광진구,서울특별시 광진구 구천면로 20 (광장동)
PF221884,"제2회 인디뮤직 페스티벌, In-die-Autumn",2023.08.19,2023.08.19,무신사 개러지 (구. 왓챠홀),144,서울,마포구,서울특별시 마포구 잔다리로 32(서교동)
PF221881,"THE GREATEST SHEPHERD, 양치기소년단 단독공연",2023.07.23,2023.07.23,KT&G 상상마당 라이브홀 [마포],226,서울,마포구,서울특별시 마포구 어울마당로 65 (서교동)
PF221864,프레드 허쉬 솔로 피아노 [서울 강남],2023.08.02,2023.08.02,광림아트센터,1611,서울,강남구,서울특별시 강남구 논현로163길 33 (신사동)
PF221855,"HWANG MIN HYUN MINI CONCERT, UNVEIL [서울]",2023.08.04,2023.08.06,경희대학교 평화의전당,4500,서울,동대문구,서울특별시 동대문구 경희대로6길 7-13 (회기동)
PF221851,"로우행잉프루츠 단독콘서트, Pinky Swear: CMYK LIVE",2023.08.04,2023.08.04,롤링홀,200,서울,마포구,서울특별시 마포구 어울마당로 35 (서교동) 지하 1층
PF221846,"데이브레이크, SUMMER MADNESS: X",2023.08.12,2023.08.13,블루스퀘어,3389,서울,용산구,서울특별시 용산구 이태원로 294 (한남동)
PF221835,"세이렌하우스 콘서트, 사비나 앤드론즈와 돌아온 탕자들",2023.07.21,2023.07.21,클럽온에어,0,서울,마포구,서울특별시 마포구 잔다리로 44(서교동)
PF221830,정동하 X 소향 THE GREATEST: 전율 [서울],2023.09.17,2023.09.17,세종문화회관,4648,서울,종로구,서울특별시 종로구 세종대로 175 (세종로)
PF221807,"WEEKEND, CHOI(쵸이) volume1: WEEKEND CONCERT",2023.07.23,2023.07.23,얼라이브홀(구. 크랙홀),200,서울,마포구,서울특별시 마포구 독막로7길 20 (서교동) 지하1층
PF221798,우예린 단독공연 Self Portrait: 自花像,2023.07.29,2023.07.29,살롱 문보우,80,서울,마포구,서울특별시 마포구 잔다리로 113 (서교동)
PF221794,"Jayci yucca Concert, Live and The City with dnss",2023.07.30,2023.07.30,무신사 개러지 (구. 왓챠홀),144,서울,마포구,서울특별시 마포구 잔다리로 32(서교동)
PF221793,"After Thoughts Showcase 001, After Thoughts",2023.08.06,2023.08.06,벨로주 [홍대] (구. 왓에버),123,서울,마포구,서울특별시 마포구 잔다리로 46 (서교동)
PF221790,"어쿠스틱 컴필레이션 앨범 440 Acoustic Waves 발매 기념 공연, Vol. 2",2023.07.28,2023.07.28,클럽온에어,0,서울,마포구,서울특별시 마포구 잔다리로 44(서교동)
PF221786,"오프더메뉴 단독콘서트, POV.2: CMYK LIVE",2023.07.30,2023.07.30,롤링홀,200,서울,마포구,서울특별시 마포구 어울마당로 35 (서교동) 지하 1층
PF221776,리스펙 페스티벌,2023.09.02,2023.09.03,올림픽공원,41376,서울,송파구,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)
PF221756,"사거리 그오빠, 오늘을 걷다",2023.08.05,2023.08.06,KT&G 상상마당 라이브홀 [마포],226,서울,마포구,서울특별시 마포구 어울마당로 65 (서교동)
PF221731,"범키 단독공연, SURPRISE",2023.07.29,2023.07.29,문화정원 아트홀,194,서울,금천구,서울특별시 금천구 가산로 61 (독산동)
PF221728,"박소은 EP 발매 기념 공연, TIMELINE",2023.07.30,2023.07.30,웨스트브릿지 라이브홀,160,서울,마포구,서울특별시 마포구 와우산로25길 6 (서교동)
PF221718,"먼데이프로젝트 시즌6, My Universe: 신현빈 단독 콘서트",2023.07.26,2023.07.26,벨로주 [홍대] (구. 왓에버),123,서울,마포구,서울특별시 마포구 잔다리로 46 (서교동)
PF221717,"맥거핀 단독콘서트, Limbo the Show: CMYK LIVE",2023.08.06,2023.08.06,롤링홀,200,서울,마포구,서울특별시 마포구 어울마당로 35 (서교동) 지하 1층
PF221714,"누군가의 플레이리스트 Track 66, 김마리 단독콘서트",2023.08.05,2023.08.05,클럽온에어,0,서울,마포구,서울특별시 마포구 잔다리로 44(서교동)
PF221712,"나만 알고싶은 인디 Ep.31, Monday Off With Bluesy 단독콘서트",2023.08.06,2023.08.06,클럽온에어,0,서울,마포구,서울특별시 마포구 잔다리로 44(서교동)
PF221692,"문래재즈IN, 연중기획: 최원석 라그랑지안 포인트 퀄텟",2023.07.15,2023.07.15,문래재즈IN,60,서울,영등포구,서울특별시 영등포구 도림로 475 (문래동4가)
PF221687,Song of songs 앨범 발매 콘서트,2023.07.14,2023.07.14,"플렉스라운지 (구. 스테이라운지, 구. 인디팍)",150,서울,마포구,서울특별시 마포구 양화로 100-10 (서교동)
PF221666,"전진희 정규 3집 발매기념 콘서트, 아무도 모르게",2023.07.28,2023.07.29,구름아래소극장,200,서울,마포구,서울특별시 마포구 와우산로29가길 15 (서교동)
PF221644,김성화퀄텟,2023.06.09,2023.06.09,게토얼라이브,75,서울,성동구,서울특별시 성동구 왕십리로 104 (성수동1가) 정일빌딩
PF221642,"격조콘 X 떼창콘, 시와",2023.06.10,2023.06.10,복합문화공간에무,253,서울,종로구,서울특별시 종로구 경희궁1가길 7 (신문로2가)
PF221641,"격조콘 X 떼창콘, 생각의 여름",2023.06.11,2023.06.11,복합문화공간에무,253,서울,종로구,서울특별시 종로구 경희궁1가길 7 (신문로2가)
PF221639,"격조콘, 후피",2023.05.14,2023.05.14,복합문화공간에무,253,서울,종로구,서울특별시 종로구 경희궁1가길 7 (신문로2가)
PF221637,"격조콘, 전유동",2023.05.28,2023.05.28,복합문화공간에무,253,서울,종로구,서울특별시 종로구 경희궁1가길 7 (신문로2가)
PF221636,"격조콘, 양창근",2023.05.13,2023.05.13,복합문화공간에무,253,서울,종로구,서울특별시 종로구 경희궁1가길 7 (신문로2가)
PF221635,"티치클래스2, 티친소",2023.05.27,2023.05.27,후케즈,30,서울,영등포구,서울특별시 영등포구 경인로 715(문래동2가)
PF221634,"격조콘, 박소은",2023.06.06,2023.06.06,복합문화공간에무,253,서울,종로구,서울특별시 종로구 경희궁1가길 7 (신문로2가)
PF221630,"격조콘, 리엘",2023.05.21,2023.05.21,복합문화공간에무,253,서울,종로구,서울특별시 종로구 경희궁1가길 7 (신문로2가)
PF221627,"격조콘, 남재섭/보일",2023.05.29,2023.05.29,복합문화공간에무,253,서울,종로구,서울특별시 종로구 경희궁1가길 7 (신문로2가)
PF221624,"재즈 앳 에무, 에이퍼즈",2023.06.09,2023.06.09,복합문화공간에무,253,서울,종로구,서울특별시 종로구 경희궁1가길 7 (신문로2가)
PF221622,"재즈 앳 에무, 용진산업",2023.06.16,2023.06.16,복합문화공간에무,253,서울,종로구,서울특별시 종로구 경희궁1가길 7 (신문로2가)
PF221615,"피크타임 콘서트, YOUR TIME [서울(앵콜)]",2023.07.22,2023.07.23,고려대학교 화정체육관,8057,서울,성북구,서울특별시 성북구 안암로 145 (안암동5가)
PF221566,"잭킹콩 단독콘서트, Parasol",2023.07.22,2023.07.22,KT&G 상상마당 라이브홀 [마포],226,서울,마포구,서울특별시 마포구 어울마당로 65 (서교동)
PF221555,이담 내한공연,2023.09.24,2023.09.24,무신사 개러지 (구. 왓챠홀),144,서울,마포구,서울특별시 마포구 잔다리로 32(서교동)
PF221528,서울파크 뮤직페스티벌,2023.06.24,2023.06.25,올림픽공원,41376,서울,송파구,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)
PF221515,"어쿠스틱 컴필레이션 앨범 440 Acoustic Waves 발매 기념 공연, Vol. 1",2023.07.22,2023.07.22,후케즈,30,서울,영등포구,서울특별시 영등포구 경인로 715(문래동2가)
PF221505,"TEMPEST SHOW CON, T-OUR [서울]",2023.08.12,2023.08.13,올림픽공원,41376,서울,송파구,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)
PF221499,우미 첫 번째 내한공연 (UMI Live in Seoul),2023.08.22,2023.08.22,무신사 개러지 (구. 왓챠홀),144,서울,마포구,서울특별시 마포구 잔다리로 32(서교동)
PF221462,"YUTA YASUNO 첫 솔로 EP, eien no uta 발매 기념 공연",2023.07.21,2023.07.21,CLUB bender(클럽 벤더),0,서울,마포구,서울특별시 마포구 와우산로14길 4 (상수동) 지하1층
PF221458,"Mystery Story, 기타리스트 김화종 정규앨범 쇼케이스",2023.07.22,2023.07.22,공간 하제,0,서울,중구,서울특별시 중구 필동로1길 10-6(필동3가)
PF221445,"장필순 콘서트, 제주 여름",2023.08.12,2023.08.12,스페이스브릭 (SPACE BRICK),60,서울,마포구,서울특별시 마포구 잔다리로 31(서교동)
PF221431,"어떤가요 #6, 10월 밤 특집",2023.10.17,2023.10.17,마포아트센터,1325,서울,마포구,서울특별시 마포구 대흥로20길 28 (대흥동)
PF221414,"강예영 단독콘서트, 첫번째 선물",2023.07.23,2023.07.23,반쥴,70,서울,종로구,서울특별시 종로구 삼일대로17길 23 (관철동) 
PF221408,"NELL CLUB CONCERT, Burn",2023.08.18,2023.08.27,노들섬,1072,서울,용산구,서울특별시 용산구 양녕로 445 (이촌동)
PF221399,"현대카드 Curated 87, SuperBlue: Kurt Elling & Charlie Hunter",2023.08.19,2023.08.19,현대카드 언더스테이지,205,서울,용산구,서울특별시 용산구 이태원로 246 (한남동)
PF221298,"It's begun EP. 3: 곽푸른하늘, 나아질 것 없는 오래된 도시",2023.07.21,2023.07.21,KT&G 상상마당 라이브홀 [마포],226,서울,마포구,서울특별시 마포구 어울마당로 65 (서교동)
PF221296,Cosm 1st Concert,2023.07.22,2023.07.22,노들섬,1072,서울,용산구,서울특별시 용산구 양녕로 445 (이촌동)
PF221282,"먼데이프로젝트 시즌6, 피에타 단독 콘서트: 뼈와 살",2023.07.17,2023.07.17,웨스트브릿지 라이브홀,160,서울,마포구,서울특별시 마포구 와우산로25길 6 (서교동)
PF221256,핵코ON서트,2023.07.08,2023.07.08,웨스트브릿지 라이브홀,160,서울,마포구,서울특별시 마포구 와우산로25길 6 (서교동)
PF221243,"문래재즈IN, 연중기획: 임미정 트리오 Flow",2023.07.08,2023.07.08,문래재즈IN,60,서울,영등포구,서울특별시 영등포구 도림로 475 (문래동4가)
PF221240,"BURNOUT SYNDROMES 내한공연, Good Morning New WORLD TOUR in KOREA",2023.08.26,2023.08.26,무신사 개러지 (구. 왓챠홀),144,서울,마포구,서울특별시 마포구 잔다리로 32(서교동)
PF221220,"SILICA GEL VINYL POP-UP, Silica Gel",2023.07.15,2023.07.16,SILICA GEL VINYL POP-UP,100,서울,마포구,서울특별시 마포구 와우산로33길 27 (서교동)
PF221213,BUZZER BEATER,2023.07.15,2023.07.15,CLUB bender(클럽 벤더),0,서울,마포구,서울특별시 마포구 와우산로14길 4 (상수동) 지하1층
PF221193,"사공 상영회, 沙工",2023.07.15,2023.07.15,벨로주 [망원],65,서울,마포구,서울특별시 마포구 포은로 117 (망원동) 
PF221186,뷰렛 Rock Star 발매 기념 콘서트 [서울],2023.07.22,2023.07.22,스페이스브릭 (SPACE BRICK),60,서울,마포구,서울특별시 마포구 잔다리로 31(서교동)
PF221161,권진아 팬 콘서트: Love Me,2023.07.29,2023.07.30,블루스퀘어,3389,서울,용산구,서울특별시 용산구 이태원로 294 (한남동)
PF221127,"찰리 푸스 내한공연, In My Head Experience",2023.10.20,2023.10.22,올림픽공원,41376,서울,송파구,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)
PF221110,"Tuesday Beach Club 단독콘서트, Us in the Blue: CMYK LIVE",2023.07.28,2023.07.28,롤링홀,200,서울,마포구,서울특별시 마포구 어울마당로 35 (서교동) 지하 1층
PF221060,"Lacuna (라쿠나) 단독 콘서트, Summer Noise",2023.07.29,2023.07.30,노들섬,1072,서울,용산구,서울특별시 용산구 양녕로 445 (이촌동)
PF221056,BENDER PUNK FEST,2023.07.08,2023.07.08,CLUB bender(클럽 벤더),0,서울,마포구,서울특별시 마포구 와우산로14길 4 (상수동) 지하1층
PF221045,"신지훈 소극장 콘서트, 여름의 소리",2023.08.04,2023.08.13,CJ아지트 광흥창,250,서울,마포구,서울특별시 마포구 창전로 14 (신정동) CJ아지트
PF221044,"보라미유 단독 콘서트, SEE, YU !",2023.07.16,2023.07.16,롤링홀,200,서울,마포구,서울특별시 마포구 어울마당로 35 (서교동) 지하 1층
PF221023,"구로스테이지, 소울트레인 (7.22)",2023.07.22,2023.07.22,구로아트밸리,579,서울,구로구,서울특별시 구로구 가마산로25길 9-24 (구로동)
PF221022,"구로스테이지, 김윤재 & 경서예지 (7.21)",2023.07.21,2023.07.21,구로아트밸리,579,서울,구로구,서울특별시 구로구 가마산로25길 9-24 (구로동)
PF221021,"구로스테이지, 이규형 & 먼데이키즈",2023.07.15,2023.07.15,구로아트밸리,579,서울,구로구,서울특별시 구로구 가마산로25길 9-24 (구로동)
PF221019,"구로스테이지, V.O.S (7.15)",2023.07.15,2023.07.15,구로아트밸리,579,서울,구로구,서울특별시 구로구 가마산로25길 9-24 (구로동)
PF221018,"구로스테이지, 김경현 & 노라조 (7.14)",2023.07.14,2023.07.14,구로아트밸리,579,서울,구로구,서울특별시 구로구 가마산로25길 9-24 (구로동)
PF220982,"다린 여름 콘서트, 열대야: 껍질 속의 기억들",2023.07.21,2023.07.30,공상온도,80,서울,마포구,서울특별시 마포구 동교로23길 40 (동교동) 
PF220951,시드바이시드 단독콘서트,2023.07.08,2023.07.08,얼라이브홀(구. 크랙홀),200,서울,마포구,서울특별시 마포구 독막로7길 20 (서교동) 지하1층
PF220937,"Hon’z(혼즈), HELLO. STRANGER?",2023.07.16,2023.07.16,KT&G 상상마당 라이브홀 [마포],226,서울,마포구,서울특별시 마포구 어울마당로 65 (서교동)
PF220925,"재즈 앳 에무, 박경수 트리오",2023.07.14,2023.07.14,복합문화공간에무,253,서울,종로구,서울특별시 종로구 경희궁1가길 7 (신문로2가)
PF220898,"널 위해 준비했어!, 10CM x 선우정아",2023.07.02,2023.07.02,세종문화회관,4648,서울,종로구,서울특별시 종로구 세종대로 175 (세종로)
PF220897,댄스가수 유랑단 콘서트 [서울],2023.07.09,2023.07.09,고려대학교 화정체육관,8057,서울,성북구,서울특별시 성북구 안암로 145 (안암동5가)
PF220870,"한국 프리재즈의 시작점, 강태환트리오: 시원음",2023.03.31,2023.03.31,게토얼라이브,75,서울,성동구,서울특별시 성동구 왕십리로 104 (성수동1가) 정일빌딩
PF220859,"격조콘, 홍갑",2023.04.30,2023.04.30,복합문화공간에무,253,서울,종로구,서울특별시 종로구 경희궁1가길 7 (신문로2가)
PF220857,"Ha Hyun Sang 1st Concert Tour, Time and Trace [서울]",2023.08.05,2023.08.06,블루스퀘어,3389,서울,용산구,서울특별시 용산구 이태원로 294 (한남동)
PF220856,"격조콘, 해파, 허정혁, 시옷과 바람",2023.04.23,2023.04.23,복합문화공간에무,253,서울,종로구,서울특별시 종로구 경희궁1가길 7 (신문로2가)
PF220854,"격조콘, 이아립",2023.05.01,2023.05.01,복합문화공간에무,253,서울,종로구,서울특별시 종로구 경희궁1가길 7 (신문로2가)
PF220853,"격조콘, 선과영",2023.05.07,2023.05.07,복합문화공간에무,253,서울,종로구,서울특별시 종로구 경희궁1가길 7 (신문로2가)
PF220849,"The Great HUKEZ, Trend Kill",2023.04.01,2023.04.01,후케즈,30,서울,영등포구,서울특별시 영등포구 경인로 715(문래동2가)
PF220836,Anthracite Festival Week 1,2023.04.01,2023.04.02,앤트러사이트 [서교],0,서울,마포구,서울특별시 마포구 월드컵로12길 11 (서교동)
PF220834,워터밤 [서울],2023.06.23,2023.06.25,잠실종합운동장,81813,서울,송파구,서울특별시 송파구 올림픽로 25 (잠실동)
PF220826,"재즈 앳 에무, 김주환 & HIS TRIO",2023.05.19,2023.05.19,복합문화공간에무,253,서울,종로구,서울특별시 종로구 경희궁1가길 7 (신문로2가)
PF220824,"재즈 앳 에무, GRITTY KITTY",2023.05.12,2023.05.12,복합문화공간에무,253,서울,종로구,서울특별시 종로구 경희궁1가길 7 (신문로2가)
PF220817,"재즈 앳 에무, 아더 라이프",2023.04.13,2023.04.13,복합문화공간에무,253,서울,종로구,서울특별시 종로구 경희궁1가길 7 (신문로2가)
PF220812,"재즈 앳 에무, 유태성퀸텟",2023.03.31,2023.03.31,복합문화공간에무,253,서울,종로구,서울특별시 종로구 경희궁1가길 7 (신문로2가)
PF220805,문래씨티어택 3,2023.04.15,2023.04.15,후케즈,30,서울,영등포구,서울특별시 영등포구 경인로 715(문래동2가)
PF220800,막주금라이브 Vol.16,2023.03.31,2023.03.31,Cafe PPnF,30,서울,종로구,서울특별시 종로구 성균관로 87 (명륜1가)
PF220788,"재즈 앳 에무, 동양고주파: 재즈를 뭐라고 생각하세요? (3.24)",2023.03.24,2023.03.24,복합문화공간에무,253,서울,종로구,서울특별시 종로구 경희궁1가길 7 (신문로2가)
PF220785,수상한스테이지 (2월),2023.02.10,2023.02.24,수상한창고,35,서울,금천구,서울특별시 금천구 금하로24길 7(시흥동)
PF220784,수상한스테이지 (1월),2023.01.06,2023.01.06,수상한창고,35,서울,금천구,서울특별시 금천구 금하로24길 7(시흥동)
PF220782,"재즈 앳 에무 김성수 모던 재즈 트리오, the REST 1st ALBUM (3.17)",2023.03.17,2023.03.17,복합문화공간에무,253,서울,종로구,서울특별시 종로구 경희궁1가길 7 (신문로2가)
PF220772,스무번째 여름,2023.07.15,2023.07.15,리엠아트센터 LEEAM ART CENTER,270,서울,강남구,서울특별시 강남구 학동로2길 56 (논현동)
PF220770,"Ep.2-2, UFO STATION SFACTORY",2023.07.15,2023.07.15,에스팩토리,1700,서울,성동구,서울특별시 성동구 연무장 15길 11 (성수동2가)
PF220763,SEKYO Vol.2: Special Guest LICAXXX,2023.06.23,2023.06.24,뿐또블루(punto blu),0,서울,성동구,서울특별시 성동구 성수이로22길 61 (성수동2가)
PF220753,"무과수의 과수원에서, 오늘의 열매 단편선",2023.07.14,2023.07.14,공상온도,80,서울,마포구,서울특별시 마포구 동교로23길 40 (동교동) 
PF220749,"먼데이프로젝트 시즌6, 청춘의 밤: 김필선 단독 콘서트",2023.07.10,2023.07.10,클럽온에어,0,서울,마포구,서울특별시 마포구 잔다리로 44(서교동)
PF220727,"전기뱀장어 정규3집 발매 기념 공연, 세계 동심원의 날",2023.07.07,2023.07.08,벨로주 [홍대] (구. 왓에버),123,서울,마포구,서울특별시 마포구 잔다리로 46 (서교동)
PF220725,자화상,2023.07.22,2023.07.22,구름아래소극장,200,서울,마포구,서울특별시 마포구 와우산로29가길 15 (서교동)
PF220706,박강수 콘서트 [서울],2023.07.14,2023.07.14,베짱이홀,200,서울,마포구,서울특별시 마포구 독막로15길 3-12 (상수동)
PF220691,10CM Summer Concert with CGV vol. 1 [서울 영등포],2023.06.29,2023.07.01,CGV [영등포],462,서울,영등포구,서울특별시 영등포구 영중로 15 (영등포동4가)
PF220673,음유시인 최백호 콘서트,2023.09.09,2023.09.09,나루아트센터,785,서울,광진구,서울특별시 광진구 능동로 76 (자양동)
PF220672,박현수의 뮤직 바캉스,2023.07.31,2023.07.31,충무아트센터,2045,서울,중구,서울특별시 중구 퇴계로 387 (흥인동)
PF220652,"격조콘, 공세영, 오재영, 이기현(feat. 렉토 루즈, 주닝냐)",2023.06.25,2023.06.25,복합문화공간에무,253,서울,종로구,서울특별시 종로구 경희궁1가길 7 (신문로2가)
PF220649,"걸음마 쇼케이스, The 1st step showcase",2023.06.25,2023.06.25,카페 야카모즈,0,서울,마포구,서울특별시 마포구 월드컵북로 88 (성산동)
PF220627,아우스게일 내한공연,2023.07.28,2023.07.28,무신사 개러지 (구. 왓챠홀),144,서울,마포구,서울특별시 마포구 잔다리로 32(서교동)
PF220619,제6회 밀코메다,2023.07.09,2023.07.09,드림홀,150,서울,마포구,서울특별시 마포구 양화로 64 (서교동)
PF220603,"해리빅버튼 정규3집 발매 기념 단독 콘서트, BIG FISH",2023.07.15,2023.07.15,롤링홀,200,서울,마포구,서울특별시 마포구 어울마당로 35 (서교동) 지하 1층
PF220595,"너와 나의 연결고리를 알아가는 콘서트 시리즈, CONNECT: 맥거핀 X 이글루베이",2023.07.07,2023.07.07,프리즘홀 (프리즘플러스),120,서울,마포구,서울특별시 마포구 양화로12길 6 (서교동)
PF220589,제60회 라이브 클럽 데이 익스텐디드 with 멜론 트랙제로,2023.06.24,2023.06.24,라이브클럽 협동조합,0,서울,마포구,서울특별시 마포구 어울마당로 61 (서교동)
PF220577,"한요한 정규 5집 콘서트, Shining Star",2023.07.01,2023.07.01,예스24 라이브홀 (구. 악스코리아),1051,서울,광진구,서울특별시 광진구 구천면로 20 (광장동)
PF220564,브릭 페스티벌,2023.07.15,2023.07.16,스페이스브릭 (SPACE BRICK),60,서울,마포구,서울특별시 마포구 잔다리로 31(서교동)
PF220554,RBW SUMMER FES: Over the Rainbow,2023.07.16,2023.07.16,올림픽공원,41376,서울,송파구,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)
PF220540,렛츠락 페스티벌,2023.09.02,2023.09.03,난지한강공원,0,서울,마포구,서울특별시 마포구 한강난지로 162 (상암동)
PF220530,"김명규X박수연, 0420",2023.06.22,2023.06.22,클럽온에어,0,서울,마포구,서울특별시 마포구 잔다리로 44(서교동)
PF220526,작곡가 류형수 앨범발매 기념공연,2023.06.24,2023.06.24,소월아트홀 (성동문화회관),520,서울,성동구,서울특별시 성동구 왕십리로 281
PF220523,왓더콘: 먼데이공연?! (6월),2023.06.25,2023.06.26,고라니 특공대,0,서울,마포구,서울특별시 마포구 토정로 136(상수동)
PF220440,Marvin&Rock: Rock Choi Showcase,2023.07.21,2023.07.21,"플렉스라운지 (구. 스테이라운지, 구. 인디팍)",150,서울,마포구,서울특별시 마포구 양화로 100-10 (서교동)
PF220410,"쌍투스코러스 OB공연, RE: Member",2023.07.01,2023.07.01,백암아트홀,417,서울,강남구,서울특별시 강남구 테헤란로113길 7 (삼성동)
PF220392,"발걸음의 에메랄드캐슬 지우 첫 솔로공연, Crescendo: 크레센도(점점 세게)",2023.07.16,2023.07.16,웨스트브릿지 라이브홀,160,서울,마포구,서울특별시 마포구 와우산로25길 6 (서교동)
PF220385,이찬원 콘서트: ONE DAY [서울(앵콜)],2023.07.28,2023.07.30,올림픽공원,41376,서울,송파구,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동)
PF220360,"커피소년 여름 콘서트, Mellow Diving",2023.07.15,2023.07.15,구름아래소극장,200,서울,마포구,서울특별시 마포구 와우산로29가길 15 (서교동)
PF220356,"TUNE UP STAGE, 튠업 24기 선정기념 ＃02: 범진 X한로로X지소쿠리클럽",2023.07.02,2023.07.02,CJ아지트 광흥창,250,서울,마포구,서울특별시 마포구 창전로 14 (신정동) CJ아지트
PF220355,"TUNE UP STAGE, 튠업 24기 선정기념 #01: creespy X HYPNOSIS THERAPY X 민수",2023.07.01,2023.07.01,CJ아지트 광흥창,250,서울,마포구,서울특별시 마포구 창전로 14 (신정동) CJ아지트
PF220351,HIGH TECH SEOUL (7.1),2023.07.01,2023.07.01,KOTE(코트),0,서울,종로구,서울특별시 종로구 인사동길 7 (인사동)
PF220349,"D Festival＃1, CONNECTION: 롤링홀",2023.07.22,2023.07.23,롤링홀,200,서울,마포구,서울특별시 마포구 어울마당로 35 (서교동) 지하 1층
PF220344,최호섭 라이브 콘서트: 세월이 가면,2023.07.01,2023.07.01,KT&G 상상마당 라이브홀 [마포],226,서울,마포구,서울특별시 마포구 어울마당로 65 (서교동)
PF220337,신인류 쇼케이스: ANGLE,2023.07.09,2023.07.09,KT&G 상상마당 라이브홀 [마포],226,서울,마포구,서울특별시 마포구 어울마당로 65 (서교동)
